0
0
0
0
0
6
77
187
300
402
459
535
577
734
482
381
291
178
92
5
0
0
0
0
0
0
0
0
0
6
77
194
327
412
542
726
747
825
526
417
295
181
92
5
0
0
0
0
429
435
437
440
443
449
451
453
455
460
464
469
473
478
482
481
488
486
478
469
460
448
437
416
